,model,dic,model_type
1747,angle_mod_541_1,-49889.16923949593,Collapsing Bounds
2550,angle_mod_455_1,-49888.14646443024,Collapsing Bounds
2226,angle_mod_638_1,-49888.02526138079,Collapsing Bounds
2598,angle_mod_2084_1,-49886.27173583219,Collapsing Bounds
613,angle_mod_441_1,-49885.579822343396,Collapsing Bounds
1686,angle_mod_1206_1,-49884.49632879662,Collapsing Bounds
277,angle_mod_1371_1,-49881.530973179695,Collapsing Bounds
944,angle_mod_2384_1,-49879.99324540233,Collapsing Bounds
2514,angle_mod_26_1,-49879.64511134756,Collapsing Bounds
294,angle_mod_460_1,-49878.122312532454,Collapsing Bounds
930,angle_mod_597_1,-49876.90012902593,Collapsing Bounds
2605,angle_mod_101_1,-49874.17107281434,Collapsing Bounds
289,angle_mod_319_1,-49874.10331142743,Collapsing Bounds
1268,angle_mod_2018_1,-49874.046980736864,Collapsing Bounds
1664,angle_mod_106_1,-49873.42891778416,Collapsing Bounds
735,angle_mod_1834_1,-49871.84169313404,Collapsing Bounds
1015,angle_mod_217_1,-49871.319456053534,Collapsing Bounds
493,angle_mod_267_1,-49870.79871829804,Collapsing Bounds
933,angle_mod_1394_1,-49870.62847705211,Collapsing Bounds
2675,angle_mod_316_1,-49869.966322983404,Collapsing Bounds
1237,angle_mod_1049_1,-49867.721661890966,Collapsing Bounds
1136,angle_mod_9_1,-49866.520569438464,Collapsing Bounds
269,angle_mod_64_1,-49866.07980747813,Collapsing Bounds
600,angle_mod_12_1,-49865.36543732265,Collapsing Bounds
2219,angle_mod_546_1,-49864.790504233984,Collapsing Bounds
1928,angle_mod_664_1,-49864.097698149904,Collapsing Bounds
2113,angle_mod_2292_1,-49861.263519834705,Collapsing Bounds
1068,angle_mod_884_1,-49860.79233835773,Collapsing Bounds
612,angle_mod_1307_1,-49860.56229139491,Collapsing Bounds
1084,angle_mod_607_1,-49860.39264350214,Collapsing Bounds
913,angle_mod_1750_1,-49856.244336672644,Collapsing Bounds
574,angle_mod_206_1,-49855.97268096249,Collapsing Bounds
2274,angle_mod_27_1,-49855.8760879451,Collapsing Bounds
823,angle_mod_74_1,-49855.25551067129,Collapsing Bounds
1934,angle_mod_371_1,-49853.493626264164,Collapsing Bounds
2719,angle_mod_1692_1,-49853.338798127596,Collapsing Bounds
194,angle_mod_1035_1,-49852.471003719176,Collapsing Bounds
2379,angle_mod_2162_1,-49852.08967327901,Collapsing Bounds
2200,angle_mod_395_1,-49850.76447383946,Collapsing Bounds
513,angle_mod_1385_1,-49850.33814384314,Collapsing Bounds
183,angle_mod_2394_1,-49846.08204991678,Collapsing Bounds
492,angle_mod_1171_1,-49844.32011860372,Collapsing Bounds
221,angle_mod_1824_1,-49842.23602715433,Collapsing Bounds
1033,angle_mod_216_1,-49840.454737505606,Collapsing Bounds
1635,angle_mod_444_1,-49840.084654301914,Collapsing Bounds
2655,angle_mod_654_1,-49840.03882744964,Collapsing Bounds
1998,angle_mod_598_1,-49835.05054658062,Collapsing Bounds
155,angle_mod_616_1,-49832.46407283771,Collapsing Bounds
212,angle_mod_374_1,-49832.409389813845,Collapsing Bounds
834,angle_mod_831_1,-49830.93716190941,Collapsing Bounds
1707,angle_mod_1601_1,-49829.68107804224,Collapsing Bounds
2527,angle_mod_475_1,-49828.86868908437,Collapsing Bounds
788,angle_mod_935_1,-49828.564658304545,Collapsing Bounds
1604,angle_mod_83_1,-49826.5656687887,Collapsing Bounds
730,angle_mod_1567_1,-49822.720200893564,Collapsing Bounds
286,angle_mod_2336_1,-49821.236481247695,Collapsing Bounds
546,angle_mod_601_1,-49819.35123940442,Collapsing Bounds
1918,angle_mod_1933_1,-49816.755207914626,Collapsing Bounds
1953,angle_mod_1071_1,-49816.64574603673,Collapsing Bounds
2393,angle_mod_1467_1,-49814.47444344135,Collapsing Bounds
1529,angle_mod_350_1,-49812.010839337185,Collapsing Bounds
634,angle_mod_2086_1,-49811.51566901655,Collapsing Bounds
2692,angle_mod_2143_1,-49811.471972372354,Collapsing Bounds
2270,angle_mod_1762_1,-49808.40131997812,Collapsing Bounds
206,angle_mod_1259_1,-49807.9005653125,Collapsing Bounds
1965,angle_mod_7_1,-49804.39978700186,Collapsing Bounds
2094,angle_mod_1851_1,-49804.122389540826,Collapsing Bounds
1569,angle_mod_1768_1,-49802.37662072406,Collapsing Bounds
2373,angle_mod_399_1,-49801.83136432142,Collapsing Bounds
459,angle_mod_2073_1,-49801.08399633284,Collapsing Bounds
177,angle_mod_641_1,-49800.5293040557,Collapsing Bounds
2382,angle_mod_1522_1,-49800.29633509459,Collapsing Bounds
1748,angle_mod_1657_1,-49799.69800765399,Collapsing Bounds
2657,angle_mod_204_1,-49797.66763364641,Collapsing Bounds
2596,angle_mod_414_1,-49797.27349724768,Collapsing Bounds
265,angle_mod_2199_1,-49792.039912122986,Collapsing Bounds
682,angle_mod_457_1,-49792.010106440044,Collapsing Bounds
399,angle_mod_436_1,-49789.3182992899,Collapsing Bounds
703,angle_mod_372_1,-49785.58749145856,Collapsing Bounds
1893,angle_mod_701_1,-49785.48229796523,Collapsing Bounds
304,angle_mod_525_1,-49784.74947906881,Collapsing Bounds
619,angle_mod_1583_1,-49782.373363132436,Collapsing Bounds
2307,angle_mod_435_1,-49781.24899776824,Collapsing Bounds
2282,angle_mod_527_1,-49779.95902545767,Collapsing Bounds
1599,angle_mod_1050_1,-49772.74661057223,Collapsing Bounds
124,angle_mod_483_1,-49772.41850763134,Collapsing Bounds
2630,angle_mod_1493_1,-49769.5074666488,Collapsing Bounds
1773,angle_mod_1092_1,-49768.34828731001,Collapsing Bounds
2280,angle_mod_177_1,-49767.13755550182,Collapsing Bounds
923,angle_mod_8_1,-49766.56247161841,Collapsing Bounds
1627,angle_mod_297_1,-49766.037181228974,Collapsing Bounds
1942,angle_mod_2348_1,-49764.134899110446,Collapsing Bounds
115,angle_mod_2382_1,-49763.2649674408,Collapsing Bounds
1830,angle_mod_202_1,-49762.870361568625,Collapsing Bounds
2650,angle_mod_1407_1,-49761.750502589966,Collapsing Bounds
1517,angle_mod_262_1,-49758.43011271589,Collapsing Bounds
1478,angle_mod_1565_1,-49755.525423847954,Collapsing Bounds
1875,angle_mod_1856_1,-49754.554571705,Collapsing Bounds
876,angle_mod_1068_1,-49751.91774264735,Collapsing Bounds
48,angle_mod_102_1,-49750.43960806772,Collapsing Bounds
1714,angle_mod_2169_1,-49750.06622153233,Collapsing Bounds
1916,angle_mod_1899_1,-49749.91141578607,Collapsing Bounds
374,angle_mod_2321_1,-49748.47308537438,Collapsing Bounds
58,angle_mod_2204_1,-49747.92194250611,Collapsing Bounds
2411,angle_mod_2163_1,-49745.5017828019,Collapsing Bounds
1368,angle_mod_1177_1,-49740.2773917411,Collapsing Bounds
1752,angle_mod_392_1,-49740.19623483782,Collapsing Bounds
567,angle_mod_2012_1,-49739.56590490215,Collapsing Bounds
1402,angle_mod_472_1,-49739.18017324404,Collapsing Bounds
79,angle_mod_769_1,-49738.778610324734,Collapsing Bounds
2026,angle_mod_166_1,-49736.200678900736,Collapsing Bounds
2705,angle_mod_1503_1,-49735.04602682197,Collapsing Bounds
1391,angle_mod_649_1,-49732.361505268556,Collapsing Bounds
917,angle_mod_2255_1,-49730.156166332104,Collapsing Bounds
1950,angle_mod_222_1,-49729.300226308595,Collapsing Bounds
885,angle_mod_554_1,-49727.36455353045,Collapsing Bounds
845,angle_mod_1746_1,-49723.79648753632,Collapsing Bounds
2471,angle_mod_859_1,-49723.15436442164,Collapsing Bounds
2481,angle_mod_988_1,-49722.418010542555,Collapsing Bounds
706,angle_mod_722_1,-49720.74820236337,Collapsing Bounds
2577,angle_mod_1714_1,-49720.639208924586,Collapsing Bounds
342,angle_mod_1366_1,-49719.26771708333,Collapsing Bounds
1437,angle_mod_960_1,-49717.47409783609,Collapsing Bounds
926,angle_mod_2310_1,-49716.47243405739,Collapsing Bounds
1267,angle_mod_871_1,-49716.428301410364,Collapsing Bounds
2511,angle_mod_463_1,-49716.05799581372,Collapsing Bounds
2626,angle_mod_2196_1,-49713.61274972807,Collapsing Bounds
2343,angle_mod_2123_1,-49713.10139419429,Collapsing Bounds
1776,angle_mod_1991_1,-49712.311702910534,Collapsing Bounds
1390,angle_mod_99_1,-49708.40326163213,Collapsing Bounds
123,angle_mod_1795_1,-49707.65467067982,Collapsing Bounds
763,angle_mod_2367_1,-49705.317256164475,Collapsing Bounds
699,angle_mod_519_1,-49705.1695622296,Collapsing Bounds
1350,angle_mod_1120_1,-49702.85812861349,Collapsing Bounds
2344,angle_mod_419_1,-49702.32943304545,Collapsing Bounds
172,angle_mod_138_1,-49701.690739432466,Collapsing Bounds
2278,angle_mod_248_1,-49701.30401125041,Collapsing Bounds
2018,angle_mod_20_1,-49700.694493793104,Collapsing Bounds
2329,angle_mod_0_1,-49699.597490793,Collapsing Bounds
1378,angle_mod_1676_1,-49699.391914710286,Collapsing Bounds
2388,angle_mod_1871_1,-49698.830882199116,Collapsing Bounds
1326,angle_mod_670_1,-49697.2940555736,Collapsing Bounds
283,angle_mod_2048_1,-49695.69754894124,Collapsing Bounds
2335,angle_mod_337_1,-49693.74048037222,Collapsing Bounds
1677,angle_mod_56_1,-49688.847925250404,Collapsing Bounds
674,angle_mod_1254_1,-49683.32130064551,Collapsing Bounds
852,angle_mod_2243_1,-49683.228427067115,Collapsing Bounds
38,angle_mod_2212_1,-49682.534719575255,Collapsing Bounds
2268,angle_mod_161_1,-49681.42442550146,Collapsing Bounds
2246,angle_mod_1670_1,-49676.96408008336,Collapsing Bounds
2579,angle_mod_1201_1,-49676.00021561625,Collapsing Bounds
2254,angle_mod_1735_1,-49671.7667816591,Collapsing Bounds
2156,angle_mod_1168_1,-49670.79128375105,Collapsing Bounds
1876,angle_mod_2283_1,-49670.785063150804,Collapsing Bounds
297,angle_mod_899_1,-49669.636237514365,Collapsing Bounds
1988,angle_mod_577_1,-49668.41271995274,Collapsing Bounds
2202,angle_mod_1129_1,-49667.50057434597,Collapsing Bounds
2562,angle_mod_269_1,-49666.216484004006,Collapsing Bounds
1644,angle_mod_1617_1,-49664.71419702496,Collapsing Bounds
1432,angle_mod_126_1,-49658.78350788815,Collapsing Bounds
361,angle_mod_924_1,-49657.11380890448,Collapsing Bounds
1744,angle_mod_812_1,-49656.67486449674,Collapsing Bounds
569,angle_mod_86_1,-49654.57639580714,Collapsing Bounds
349,angle_mod_135_1,-49649.88809923507,Collapsing Bounds
251,angle_mod_335_1,-49649.057719584984,Collapsing Bounds
2292,angle_mod_2271_1,-49647.58712241111,Collapsing Bounds
1264,angle_mod_522_1,-49643.1760351422,Collapsing Bounds
1558,angle_mod_612_1,-49642.93713314966,Collapsing Bounds
2186,angle_mod_46_1,-49635.401769347496,Collapsing Bounds
1354,angle_mod_148_1,-49634.79401642563,Collapsing Bounds
1996,angle_mod_432_1,-49633.857421656285,Collapsing Bounds
721,angle_mod_1208_1,-49633.01551117709,Collapsing Bounds
2107,angle_mod_747_1,-49632.5817945998,Collapsing Bounds
227,angle_mod_1424_1,-49632.44104134684,Collapsing Bounds
195,angle_mod_2249_1,-49631.513477111956,Collapsing Bounds
830,angle_mod_132_1,-49629.7127187583,Collapsing Bounds
1132,angle_mod_294_1,-49627.80400467657,Collapsing Bounds
867,angle_mod_954_1,-49625.7853304938,Collapsing Bounds
317,angle_mod_163_1,-49621.79268690514,Collapsing Bounds
1351,angle_mod_236_1,-49619.8027248957,Collapsing Bounds
2207,angle_mod_50_1,-49618.37097404565,Collapsing Bounds
1377,angle_mod_130_1,-49616.6196876648,Collapsing Bounds
1611,angle_mod_829_1,-49615.26042026317,Collapsing Bounds
257,angle_mod_2_1,-49612.01352599134,Collapsing Bounds
1403,angle_mod_188_1,-49611.066395596084,Collapsing Bounds
2103,angle_mod_1294_1,-49610.83402568167,Collapsing Bounds
1708,angle_mod_517_1,-49610.667828196405,Collapsing Bounds
1574,angle_mod_1904_1,-49608.92386230344,Collapsing Bounds
53,angle_mod_944_1,-49607.02794267229,Collapsing Bounds
2552,angle_mod_1313_1,-49605.24581251234,Collapsing Bounds
1710,angle_mod_147_1,-49604.73622452171,Collapsing Bounds
352,angle_mod_565_1,-49598.69908921488,Collapsing Bounds
14,angle_mod_2245_1,-49598.19337962075,Collapsing Bounds
2088,angle_mod_1502_1,-49597.8603678457,Collapsing Bounds
2462,angle_mod_1470_1,-49597.26117939354,Collapsing Bounds
1247,angle_mod_534_1,-49595.93505058602,Collapsing Bounds
2033,angle_mod_1765_1,-49592.600865900225,Collapsing Bounds
1607,angle_mod_653_1,-49591.26915696714,Collapsing Bounds
825,angle_mod_1048_1,-49591.09403200902,Collapsing Bounds
1186,angle_mod_1205_1,-49588.74906923212,Collapsing Bounds
2736,angle_mod_1554_1,-49588.71189028641,Collapsing Bounds
2583,angle_mod_814_1,-49587.94953328397,Collapsing Bounds
1772,angle_mod_1138_1,-49586.6122187941,Collapsing Bounds
2096,angle_mod_1781_1,-49584.72413335833,Collapsing Bounds
523,angle_mod_1151_1,-49582.85625698944,Collapsing Bounds
1343,angle_mod_1966_1,-49582.217443044996,Collapsing Bounds
909,angle_mod_2193_1,-49574.816636094285,Collapsing Bounds
2027,angle_mod_1270_1,-49573.13082598765,Collapsing Bounds
2257,angle_mod_70_1,-49573.01609298218,Collapsing Bounds
209,angle_mod_2160_1,-49571.82674118288,Collapsing Bounds
2707,angle_mod_1153_1,-49570.88340402787,Collapsing Bounds
2059,angle_mod_706_1,-49567.74336988607,Collapsing Bounds
859,angle_mod_112_1,-49565.45961367718,Collapsing Bounds
1020,angle_mod_1044_1,-49563.50191630409,Collapsing Bounds
2507,angle_mod_930_1,-49563.24264203907,Collapsing Bounds
928,angle_mod_2107_1,-49562.852017676996,Collapsing Bounds
962,angle_mod_2296_1,-49561.779485869316,Collapsing Bounds
2591,angle_mod_2211_1,-49559.235759751136,Collapsing Bounds
369,angle_mod_498_1,-49557.42506322571,Collapsing Bounds
2068,angle_mod_213_1,-49555.90820819098,Collapsing Bounds
1540,angle_mod_995_1,-49555.605556323746,Collapsing Bounds
1963,angle_mod_1163_1,-49551.397027267914,Collapsing Bounds
1878,angle_mod_1505_1,-49547.83503450948,Collapsing Bounds
1951,angle_mod_1421_1,-49546.197000579145,Collapsing Bounds
1651,angle_mod_2345_1,-49545.267951873764,Collapsing Bounds
2193,angle_mod_803_1,-49543.16259113235,Collapsing Bounds
2427,angle_mod_1962_1,-49543.11361477429,Collapsing Bounds
1526,angle_mod_1945_1,-49542.37960030513,Collapsing Bounds
1018,angle_mod_1551_1,-49538.86779509346,Collapsing Bounds
1243,angle_mod_922_1,-49538.38897907532,Collapsing Bounds
312,angle_mod_476_1,-49534.02875663409,Collapsing Bounds
176,angle_mod_1107_1,-49533.11779995104,Collapsing Bounds
1352,angle_mod_1570_1,-49529.39052924868,Collapsing Bounds
1055,angle_mod_611_1,-49527.720370739844,Collapsing Bounds
576,angle_mod_713_1,-49525.91246291776,Collapsing Bounds
1449,angle_mod_2172_1,-49524.36745999968,Collapsing Bounds
2235,angle_mod_1312_1,-49520.93857837518,Collapsing Bounds
2415,angle_mod_1827_1,-49518.24638973611,Collapsing Bounds
1254,angle_mod_758_1,-49512.21974697317,Collapsing Bounds
343,angle_mod_1736_1,-49511.93544073937,Collapsing Bounds
1503,angle_mod_720_1,-49511.09555440212,Collapsing Bounds
1871,angle_mod_1913_1,-49507.04680865641,Collapsing Bounds
452,angle_mod_1833_1,-49506.05115805827,Collapsing Bounds
641,angle_mod_1595_1,-49503.65393043059,Collapsing Bounds
888,angle_mod_1707_1,-49503.4710749534,Collapsing Bounds
1580,angle_mod_1142_1,-49502.72173842433,Collapsing Bounds
313,angle_mod_1760_1,-49495.05986457371,Collapsing Bounds
1803,angle_mod_16_1,-49494.63883577836,Collapsing Bounds
2563,angle_mod_793_1,-49493.73719756665,Collapsing Bounds
211,angle_mod_1598_1,-49493.668330234264,Collapsing Bounds
2593,angle_mod_681_1,-49492.86328273876,Collapsing Bounds
1760,angle_mod_2128_1,-49489.00164104673,Collapsing Bounds
1947,angle_mod_672_1,-49488.554476565936,Collapsing Bounds
2192,angle_mod_946_1,-49486.59097378201,Collapsing Bounds
530,angle_mod_1917_1,-49486.4268087116,Collapsing Bounds
344,angle_mod_420_1,-49480.25903416156,Collapsing Bounds
2457,angle_mod_789_1,-49478.94352769046,Collapsing Bounds
782,angle_mod_2330_1,-49478.47334569106,Collapsing Bounds
1649,angle_mod_1990_1,-49477.7920922325,Collapsing Bounds
1579,angle_mod_254_1,-49476.803437571296,Collapsing Bounds
2031,angle_mod_920_1,-49475.87215438733,Collapsing Bounds
440,angle_mod_2120_1,-49473.97926525496,Collapsing Bounds
112,angle_mod_2228_1,-49469.19812646239,Collapsing Bounds
2416,angle_mod_2358_1,-49469.17638778528,Collapsing Bounds
142,angle_mod_929_1,-49466.921006414465,Collapsing Bounds
819,angle_mod_2371_1,-49464.7562872345,Collapsing Bounds
798,angle_mod_870_1,-49464.29863974411,Collapsing Bounds
858,angle_mod_1480_1,-49461.70392434036,Collapsing Bounds
615,angle_mod_912_1,-49459.98799830502,Collapsing Bounds
2513,angle_mod_1919_1,-49458.16187741956,Collapsing Bounds
582,angle_mod_1956_1,-49457.66603678574,Collapsing Bounds
1302,angle_mod_762_1,-49457.185249598035,Collapsing Bounds
807,angle_mod_1766_1,-49451.17362836092,Collapsing Bounds
290,angle_mod_2273_1,-49450.27296116996,Collapsing Bounds
1638,angle_mod_852_1,-49448.58275646227,Collapsing Bounds
2060,angle_mod_2396_1,-49446.63862150026,Collapsing Bounds
1785,angle_mod_916_1,-49446.32493408153,Collapsing Bounds
389,angle_mod_1262_1,-49445.9981383806,Collapsing Bounds
2155,angle_mod_1492_1,-49443.008083947636,Collapsing Bounds
1168,angle_mod_105_1,-49442.55461178677,Collapsing Bounds
340,angle_mod_564_1,-49441.772921066935,Collapsing Bounds
2540,angle_mod_567_1,-49441.536537901564,Collapsing Bounds
1886,angle_mod_582_1,-49440.08553788225,Collapsing Bounds
2604,angle_mod_1217_1,-49436.26609077781,Collapsing Bounds
2369,angle_mod_1125_1,-49435.0644420258,Collapsing Bounds
729,angle_mod_364_1,-49433.149169225246,Collapsing Bounds
1001,angle_mod_1013_1,-49431.75007776764,Collapsing Bounds
444,angle_mod_1075_1,-49430.216223329684,Collapsing Bounds
1506,angle_mod_2164_1,-49429.88040835874,Collapsing Bounds
2443,angle_mod_1427_1,-49427.03932461411,Collapsing Bounds
874,angle_mod_684_1,-49425.54658687865,Collapsing Bounds
957,angle_mod_2015_1,-49424.351218655764,Collapsing Bounds
1426,angle_mod_2298_1,-49422.892749611434,Collapsing Bounds
890,angle_mod_1357_1,-49422.59076387915,Collapsing Bounds
1550,angle_mod_1912_1,-49414.72210132752,Collapsing Bounds
1595,angle_mod_1284_1,-49414.35543257049,Collapsing Bounds
850,angle_mod_283_1,-49413.7119242171,Collapsing Bounds
315,angle_mod_533_1,-49410.39634799004,Collapsing Bounds
1318,angle_mod_2063_1,-49409.49791130179,Collapsing Bounds
2356,angle_mod_1426_1,-49406.276022140475,Collapsing Bounds
2689,angle_mod_496_1,-49406.222747631306,Collapsing Bounds
1181,angle_mod_1086_1,-49405.91038288118,Collapsing Bounds
988,angle_mod_610_1,-49403.62522766265,Collapsing Bounds
1348,angle_mod_1989_1,-49401.21469766306,Collapsing Bounds
447,angle_mod_49_1,-49400.35170285447,Collapsing Bounds
1398,angle_mod_864_1,-49397.4867086034,Collapsing Bounds
1231,angle_mod_2370_1,-49393.87888907278,Collapsing Bounds
2102,angle_mod_478_1,-49393.87282535978,Collapsing Bounds
1253,angle_mod_308_1,-49392.80500807839,Collapsing Bounds
2084,angle_mod_1447_1,-49392.3849486776,Collapsing Bounds
1417,angle_mod_1637_1,-49391.5918643174,Collapsing Bounds
1287,angle_mod_1819_1,-49391.292715544005,Collapsing Bounds
1036,angle_mod_1045_1,-49389.905655180846,Collapsing Bounds
1583,angle_mod_2294_1,-49389.1281681623,Collapsing Bounds
1010,angle_mod_1228_1,-49388.92081917343,Collapsing Bounds
875,angle_mod_1592_1,-49387.21523194637,Collapsing Bounds
2697,angle_mod_1295_1,-49385.719377449685,Collapsing Bounds
1388,angle_mod_1949_1,-49385.0463060369,Collapsing Bounds
1071,angle_mod_1291_1,-49384.323518781355,Collapsing Bounds
1669,angle_mod_1986_1,-49377.980150152005,Collapsing Bounds
2015,angle_mod_465_1,-49376.53490508517,Collapsing Bounds
842,angle_mod_145_1,-49374.24677744186,Collapsing Bounds
1113,angle_mod_2385_1,-49372.490891023874,Collapsing Bounds
1444,angle_mod_2220_1,-49372.444275377144,Collapsing Bounds
348,angle_mod_1223_1,-49368.396074926546,Collapsing Bounds
147,angle_mod_495_1,-49367.902448380875,Collapsing Bounds
2020,angle_mod_1159_1,-49366.97647497634,Collapsing Bounds
2217,angle_mod_116_1,-49366.80665113267,Collapsing Bounds
535,angle_mod_928_1,-49365.71684943434,Collapsing Bounds
1834,angle_mod_2153_1,-49364.193098556214,Collapsing Bounds
1793,angle_mod_2313_1,-49363.26098328629,Collapsing Bounds
2701,angle_mod_1446_1,-49362.3166527355,Collapsing Bounds
621,angle_mod_1429_1,-49360.63212773207,Collapsing Bounds
1296,angle_mod_1618_1,-49359.131138050594,Collapsing Bounds
847,angle_mod_903_1,-49358.63785232028,Collapsing Bounds
2634,angle_mod_2250_1,-49358.26472362475,Collapsing Bounds
2529,angle_mod_1333_1,-49355.505410926795,Collapsing Bounds
974,angle_mod_1906_1,-49353.278626521394,Collapsing Bounds
1728,angle_mod_1179_1,-49352.453332584795,Collapsing Bounds
1832,angle_mod_486_1,-49351.31547242239,Collapsing Bounds
514,angle_mod_139_1,-49349.88754797344,Collapsing Bounds
2196,angle_mod_1646_1,-49349.632500811196,Collapsing Bounds
1883,angle_mod_2057_1,-49349.502023009576,Collapsing Bounds
1902,angle_mod_94_1,-49347.31129098608,Collapsing Bounds
1658,angle_mod_2083_1,-49343.79786212975,Collapsing Bounds
848,angle_mod_329_1,-49340.38485895209,Collapsing Bounds
1769,angle_mod_107_1,-49339.660945368494,Collapsing Bounds
118,angle_mod_2156_1,-49339.225029132416,Collapsing Bounds
701,angle_mod_2023_1,-49338.70355720346,Collapsing Bounds
2466,angle_mod_1889_1,-49336.9052868694,Collapsing Bounds
2458,angle_mod_1535_1,-49336.56862845866,Collapsing Bounds
2101,angle_mod_881_1,-49328.2828565738,Collapsing Bounds
2637,angle_mod_10_1,-49326.51582756891,Collapsing Bounds
2358,angle_mod_1076_1,-49324.57621619838,Collapsing Bounds
2099,angle_mod_2142_1,-49322.20456181447,Collapsing Bounds
1897,angle_mod_644_1,-49318.78102340958,Collapsing Bounds
1782,angle_mod_1303_1,-49318.30665233282,Collapsing Bounds
2222,angle_mod_2302_1,-49316.998395071154,Collapsing Bounds
288,angle_mod_749_1,-49316.22844045024,Collapsing Bounds
2134,angle_mod_710_1,-49312.91009682176,Collapsing Bounds
1376,angle_mod_1226_1,-49312.54324159227,Collapsing Bounds
407,angle_mod_2049_1,-49312.50827976968,Collapsing Bounds
1514,angle_mod_1524_1,-49311.95482715508,Collapsing Bounds
891,angle_mod_942_1,-49306.814717747344,Collapsing Bounds
1678,angle_mod_1969_1,-49305.36656900502,Collapsing Bounds
608,angle_mod_154_1,-49303.364066528055,Collapsing Bounds
578,angle_mod_343_1,-49299.42249432161,Collapsing Bounds
44,angle_mod_1081_1,-49296.287445304464,Collapsing Bounds
2201,angle_mod_1579_1,-49294.969034045615,Collapsing Bounds
59,angle_mod_1582_1,-49294.88271310616,Collapsing Bounds
2718,angle_mod_584_1,-49292.83331917113,Collapsing Bounds
935,angle_mod_981_1,-49292.165192690605,Collapsing Bounds
1909,angle_mod_263_1,-49289.16911503834,Collapsing Bounds
878,angle_mod_1087_1,-49287.49421077257,Collapsing Bounds
2523,angle_mod_1626_1,-49286.83112417662,Collapsing Bounds
1257,angle_mod_934_1,-49285.187424005475,Collapsing Bounds
2716,angle_mod_1387_1,-49283.96006926927,Collapsing Bounds
2314,angle_mod_66_1,-49283.01733543406,Collapsing Bounds
705,angle_mod_688_1,-49282.43565679858,Collapsing Bounds
184,angle_mod_1941_1,-49282.17598640214,Collapsing Bounds
1758,angle_mod_1968_1,-49273.3648608055,Collapsing Bounds
2108,angle_mod_1451_1,-49273.28439939413,Collapsing Bounds
1557,angle_mod_1504_1,-49271.762460335194,Collapsing Bounds
2118,angle_mod_602_1,-49270.333613701776,Collapsing Bounds
1702,angle_mod_2168_1,-49269.168992272906,Collapsing Bounds
287,angle_mod_1849_1,-49267.10586531538,Collapsing Bounds
2456,angle_mod_1_1,-49262.88093758855,Collapsing Bounds
2299,angle_mod_989_1,-49261.45333491842,Collapsing Bounds
1016,angle_mod_1101_1,-49258.90411312655,Collapsing Bounds
2561,angle_mod_2303_1,-49258.6396002458,Collapsing Bounds
2211,angle_mod_2093_1,-49258.13900227476,Collapsing Bounds
2502,angle_mod_176_1,-49253.59493734884,Collapsing Bounds
105,angle_mod_657_1,-49252.76843801865,Collapsing Bounds
715,angle_mod_237_1,-49251.76179832379,Collapsing Bounds
76,angle_mod_1756_1,-49245.80847095302,Collapsing Bounds
478,angle_mod_2161_1,-49244.53905000907,Collapsing Bounds
2188,angle_mod_415_1,-49244.35726684608,Collapsing Bounds
1440,angle_mod_1375_1,-49237.34918725839,Collapsing Bounds
779,angle_mod_574_1,-49235.44863508205,Collapsing Bounds
2323,angle_mod_2031_1,-49235.395307167055,Collapsing Bounds
821,angle_mod_2234_1,-49235.25807385099,Collapsing Bounds
579,angle_mod_1055_1,-49234.79761272063,Collapsing Bounds
958,angle_mod_1639_1,-49234.57822902426,Collapsing Bounds
617,angle_mod_2205_1,-49231.42096940946,Collapsing Bounds
1423,angle_mod_1908_1,-49228.41284709317,Collapsing Bounds
1027,angle_mod_2238_1,-49224.52758684665,Collapsing Bounds
78,angle_mod_913_1,-49224.27684333081,Collapsing Bounds
400,angle_mod_1720_1,-49222.011183465416,Collapsing Bounds
762,angle_mod_1818_1,-49219.56909812053,Collapsing Bounds
559,angle_mod_894_1,-49219.433601130906,Collapsing Bounds
243,angle_mod_2064_1,-49215.669213397465,Collapsing Bounds
228,angle_mod_732_1,-49214.2513186339,Collapsing Bounds
104,angle_mod_1541_1,-49214.19233784176,Collapsing Bounds
1903,angle_mod_2309_1,-49209.74141522596,Collapsing Bounds
1295,angle_mod_2034_1,-49208.141314923676,Collapsing Bounds
264,angle_mod_2033_1,-49207.49686405653,Collapsing Bounds
67,angle_mod_1994_1,-49204.77444494277,Collapsing Bounds
1481,angle_mod_1135_1,-49202.950166208786,Collapsing Bounds
1768,angle_mod_1211_1,-49202.73671497968,Collapsing Bounds
386,angle_mod_877_1,-49201.456129334634,Collapsing Bounds
2025,angle_mod_1620_1,-49201.44662978849,Collapsing Bounds
934,angle_mod_2042_1,-49199.113161819274,Collapsing Bounds
253,angle_mod_1473_1,-49198.9691357066,Collapsing Bounds
1286,angle_mod_1233_1,-49198.17947541997,Collapsing Bounds
2556,angle_mod_2180_1,-49198.17627211382,Collapsing Bounds
1815,angle_mod_2104_1,-49197.13248427923,Collapsing Bounds
1581,angle_mod_604_1,-49193.53360369374,Collapsing Bounds
40,angle_mod_1982_1,-49188.33968742787,Collapsing Bounds
1582,angle_mod_1512_1,-49187.960143746124,Collapsing Bounds
2407,angle_mod_770_1,-49187.417999129095,Collapsing Bounds
2244,angle_mod_1220_1,-49186.898325107875,Collapsing Bounds
1357,angle_mod_2022_1,-49186.45451353485,Collapsing Bounds
1409,angle_mod_1508_1,-49183.96857076775,Collapsing Bounds
9,angle_mod_456_1,-49181.06482106041,Collapsing Bounds
